jsonFileName,Errors,Counterexamples,NoInstances
lts_inv7_21_1_False_alloyAnalyzerReport.json,1,0,0
graphs_weaklyConnected_134_2_False_alloyAnalyzerReport.json,1,0,0
lts_inv5_55_1_False_alloyAnalyzerReport.json,0,1,0
classroom_inv8_43_5_False_alloyAnalyzerReport.json,0,1,0
trash_inv10_29_1_False_alloyAnalyzerReport.json,0,1,0
trash_inv7_40_0_False_alloyAnalyzerReport.json,1,0,0
trash_inv7_42_5_False_alloyAnalyzerReport.json,0,1,0
graphs_stronglyConnected_21_2_False_alloyAnalyzerReport.json,1,0,0
graphs_stronglyConnected_19_5_False_alloyAnalyzerReport.json,1,0,0
graphs_oriented_11_3_False_alloyAnalyzerReport.json,1,0,0
trash_inv5_34_0_False_alloyAnalyzerReport.json,1,0,0
cv_inv3_9_2_False_alloyAnalyzerReport.json,0,1,0
classroom_inv11_99_4_False_alloyAnalyzerReport.json,1,0,0
graphs_transitive_2_0_False_alloyAnalyzerReport.json,1,0,0
classroom_inv10_44_4_False_alloyAnalyzerReport.json,1,0,0
graphs_noloops_14_3_False_alloyAnalyzerReport.json,1,0,0
classroom_inv11_150_0_False_alloyAnalyzerReport.json,1,0,0
classroom_inv11_200_1_False_alloyAnalyzerReport.json,1,1,0
trash_inv9_6_0_False_alloyAnalyzerReport.json,1,0,0
classroom_inv11_199_5_False_alloyAnalyzerReport.json,1,0,0
trash_inv10_34_4_False_alloyAnalyzerReport.json,0,1,0
classroom_inv11_50_1_False_alloyAnalyzerReport.json,1,0,0
classroom_inv13_45_0_False_alloyAnalyzerReport.json,1,0,0
trash_inv3_4_4_False_alloyAnalyzerReport.json,1,1,0
graphs_oriented_13_0_False_alloyAnalyzerReport.json,1,0,0
graphs_stronglyConnected_21_4_False_alloyAnalyzerReport.json,1,0,0
graphs_oriented_11_5_False_alloyAnalyzerReport.json,1,0,0
trash_inv10_24_5_False_alloyAnalyzerReport.json,1,0,0
trash_inv10_26_0_False_alloyAnalyzerReport.json,1,0,0
graphs_weaklyConnected_134_4_False_alloyAnalyzerReport.json,0,1,0
classroom_inv9_62_3_False_alloyAnalyzerReport.json,1,1,0
classroom_inv14_30_5_False_alloyAnalyzerReport.json,1,0,0
lts_inv7_19_0_False_alloyAnalyzerReport.json,1,0,0
classroom_inv7_39_4_False_alloyAnalyzerReport.json,1,0,0
lts_inv5_45_0_False_alloyAnalyzerReport.json,1,0,0
classroom_inv11_199_3_False_alloyAnalyzerReport.json,1,0,0
classroom_inv11_249_0_False_alloyAnalyzerReport.json,1,0,0
trash_inv9_9_1_False_alloyAnalyzerReport.json,0,1,0
cv_inv3_41_5_False_alloyAnalyzerReport.json,0,1,0
cv_inv2_55_0_False_alloyAnalyzerReport.json,1,1,0
graphs_weaklyConnected_129_1_False_alloyAnalyzerReport.json,1,0,0
classroom_inv14_97_0_False_alloyAnalyzerReport.json,1,0,0
graphs_noloops_14_5_False_alloyAnalyzerReport.json,1,0,0
classroom_inv10_44_2_False_alloyAnalyzerReport.json,1,0,0
trash_inv8_2_1_False_alloyAnalyzerReport.json,1,1,0
classroom_inv14_58_0_False_alloyAnalyzerReport.json,1,0,0
classroom_inv15_79_0_False_alloyAnalyzerReport.json,1,0,0
classroom_inv14_29_0_False_alloyAnalyzerReport.json,1,0,0
classroom_inv14_132_5_False_alloyAnalyzerReport.json,1,0,0
classroom_inv14_176_0_False_alloyAnalyzerReport.json,1,0,0
graphs_complete_27_0_False_alloyAnalyzerReport.json,1,0,0
graphs_oriented_17_0_False_alloyAnalyzerReport.json,1,0,0
trash_inv3_2_1_False_alloyAnalyzerReport.json,1,0,0
classroom_inv4_31_4_False_alloyAnalyzerReport.json,0,1,0
