jsonFileName,Errors,Counterexamples,NoInstances
dll4_4_False_alloyAnalyzerReport.json,0,1,0
arr1_5_False_alloyAnalyzerReport.json,0,0,1
student7_1_2_False_alloyAnalyzerReport.json,0,1,0
dll4_2_False_alloyAnalyzerReport.json,0,1,0
student4_1_False_alloyAnalyzerReport.json,1,0,0
student9_3_False_alloyAnalyzerReport.json,0,1,0
arr1_3_False_alloyAnalyzerReport.json,0,0,1
student18_1_1_False_alloyAnalyzerReport.json,1,0,0
dll1_1_1_False_alloyAnalyzerReport.json,0,1,0
student12_1_0_False_alloyAnalyzerReport.json,0,1,0
addr1_3_False_alloyAnalyzerReport.json,0,1,0
arr2_2_False_alloyAnalyzerReport.json,0,1,0
student14_1_0_False_alloyAnalyzerReport.json,0,1,0
balancedBST3_1_5_False_alloyAnalyzerReport.json,0,1,0
student3_1_0_False_alloyAnalyzerReport.json,0,1,0
balancedBST2_1_2_False_alloyAnalyzerReport.json,0,1,0
addr1_5_False_alloyAnalyzerReport.json,0,1,0
student8_1_False_alloyAnalyzerReport.json,1,0,0
balancedBST2_1_4_False_alloyAnalyzerReport.json,0,1,0
student11_0_False_alloyAnalyzerReport.json,0,1,0
balancedBST3_1_3_False_alloyAnalyzerReport.json,0,1,0
student17_1_5_False_alloyAnalyzerReport.json,0,1,0
student17_1_3_False_alloyAnalyzerReport.json,0,1,0
dll4_3_False_alloyAnalyzerReport.json,0,1,0
arr1_2_False_alloyAnalyzerReport.json,0,0,1
grade1_2_False_alloyAnalyzerReport.json,0,1,0
student9_2_False_alloyAnalyzerReport.json,0,1,0
student4_0_False_alloyAnalyzerReport.json,0,1,0
dll4_5_False_alloyAnalyzerReport.json,0,1,0
grade1_4_False_alloyAnalyzerReport.json,0,1,0
arr1_4_False_alloyAnalyzerReport.json,0,0,1
student19_1_1_False_alloyAnalyzerReport.json,0,1,0
cd2_5_False_alloyAnalyzerReport.json,0,1,0
student12_1_1_False_alloyAnalyzerReport.json,1,0,0
cd2_3_False_alloyAnalyzerReport.json,1,0,0
dll1_1_0_False_alloyAnalyzerReport.json,0,1,0
addr1_4_False_alloyAnalyzerReport.json,0,1,0
ctree1_1_False_alloyAnalyzerReport.json,1,0,0
fsm1_1_0_False_alloyAnalyzerReport.json,0,1,0
student5_2_False_alloyAnalyzerReport.json,0,1,0
balancedBST3_1_2_False_alloyAnalyzerReport.json,1,0,0
student11_1_False_alloyAnalyzerReport.json,1,0,0
balancedBST2_1_5_False_alloyAnalyzerReport.json,0,1,0
cd1_1_1_False_alloyAnalyzerReport.json,0,1,0
student14_1_1_False_alloyAnalyzerReport.json,1,0,0
student3_1_1_False_alloyAnalyzerReport.json,0,1,0
balancedBST2_1_3_False_alloyAnalyzerReport.json,0,1,0
balancedBST3_1_4_False_alloyAnalyzerReport.json,1,0,0
student17_1_2_False_alloyAnalyzerReport.json,0,1,0
student17_1_4_False_alloyAnalyzerReport.json,0,1,0
student15_1_False_alloyAnalyzerReport.json,0,1,0
fsm2_1_False_alloyAnalyzerReport.json,0,1,0
dll1_1_3_False_alloyAnalyzerReport.json,0,1,0
student12_1_4_False_alloyAnalyzerReport.json,0,1,0
student18_1_3_False_alloyAnalyzerReport.json,0,1,0
balancedBST1_1_False_alloyAnalyzerReport.json,0,1,0
student18_1_5_False_alloyAnalyzerReport.json,0,1,0
student9_1_False_alloyAnalyzerReport.json,0,1,0
arr1_1_False_alloyAnalyzerReport.json,0,0,1
student15_2_False_alloyAnalyzerReport.json,0,1,0
other1_1_False_alloyAnalyzerReport.json,0,1,0
student17_1_1_False_alloyAnalyzerReport.json,0,1,0
student11_4_False_alloyAnalyzerReport.json,0,1,0
student3_1_2_False_alloyAnalyzerReport.json,0,1,0
student14_1_2_False_alloyAnalyzerReport.json,0,1,0
addr1_1_False_alloyAnalyzerReport.json,0,1,0
balancedBST3_1_1_False_alloyAnalyzerReport.json,0,1,0
student3_1_4_False_alloyAnalyzerReport.json,1,0,0
student11_2_False_alloyAnalyzerReport.json,0,1,0
student5_1_False_alloyAnalyzerReport.json,0,1,0
ctree1_2_False_alloyAnalyzerReport.json,1,0,0
student14_1_4_False_alloyAnalyzerReport.json,0,1,0
student12_1_3_False_alloyAnalyzerReport.json,0,1,0
balancedBST1_0_False_alloyAnalyzerReport.json,0,1,0
student18_1_4_False_alloyAnalyzerReport.json,0,1,0
dll1_1_2_False_alloyAnalyzerReport.json,0,1,0
student18_1_2_False_alloyAnalyzerReport.json,0,1,0
dll2_1_1_False_alloyAnalyzerReport.json,0,1,0
arr1_0_False_alloyAnalyzerReport.json,0,0,1
student10_1_False_alloyAnalyzerReport.json,0,1,0
student7_1_1_False_alloyAnalyzerReport.json,0,1,0
dll4_1_False_alloyAnalyzerReport.json,0,1,0
other1_0_False_alloyAnalyzerReport.json,1,0,0
fsm2_3_False_alloyAnalyzerReport.json,0,1,0
student3_1_5_False_alloyAnalyzerReport.json,0,1,0
balancedBST3_1_0_False_alloyAnalyzerReport.json,1,0,0
ctree1_3_False_alloyAnalyzerReport.json,1,0,0
fsm1_1_2_False_alloyAnalyzerReport.json,1,0,0
student8_2_False_alloyAnalyzerReport.json,0,1,0
balancedBST2_1_1_False_alloyAnalyzerReport.json,0,1,0
student3_1_3_False_alloyAnalyzerReport.json,0,1,0
student11_5_False_alloyAnalyzerReport.json,0,1,0
arr2_1_False_alloyAnalyzerReport.json,0,1,0
student8_4_False_alloyAnalyzerReport.json,0,1,0
ctree1_5_False_alloyAnalyzerReport.json,1,0,0
student14_1_3_False_alloyAnalyzerReport.json,0,1,0
